word1	word2	score
lamb	lantern	12.000000
owl	rocket	12.000000
party	scooter	12.000000
display	scratch	12.000000
ball	curled	12.000000
cookies	peel	12.000000
couple	posted	12.000000
field	red	12.000000
theatre	wolf	12.000000
blue	swing	12.000000
guy	happy	12.000000
quote	santa	12.000000
dude	feel	12.000000
bath	wine	12.000000
brown	wet	12.000000
kiss	stop	12.000000
husky	match	12.000000
cocktail	garage	12.000000
face	stand	12.000000
kids	stop	12.000000
boxer	diner	12.000000
patio	sleep	12.000000
city	family	12.000000
dropped	rusty	12.000000
parade	table	12.000000
dawn	drug	12.000000
design	orange	12.000000
lunch	sunshine	12.000000
dirty	dude	12.000000
fun	tears	12.000000
bikini	ivy	12.000000
step	swimsuit	12.000000
frog	poppy	12.000000
cross	pub	12.000000
frost	lily	12.000000
curve	outdoor	12.000000
collage	stream	12.000000
twigs	underground	12.000000
chair	holiday	12.000000
coffee	sun	12.000000
lighting	sleep	12.000000
mill	wild	12.000000
circle	wig	12.000000
highway	squirrel	12.000000
pin	truck	12.000000
boxer	swimming	12.000000
shore	small	12.000000
punk	vinyl	12.000000
number	web	12.000000
brown	demolition	12.000000
interior	skyline	12.000000
breakfast	floor	12.000000
aerial	clown	12.000000
hat	peel	12.000000
baseball	rainbow	12.000000
dude	happy	12.000000
feet	mural	12.000000
creatures	grey	12.000000
cross	outfit	12.000000
left	smile	11.000000
fishing	rainbow	11.000000
bathroom	dude	11.000000
painted	puddle	11.000000
skating	stickers	11.000000
dome	uniform	11.000000
lawn	sleep	11.000000
office	sun	11.000000
military	reflection	11.000000
fashion	handwriting	11.000000
cop	ruins	11.000000
blurred	metro	11.000000
smile	stop	11.000000
cute	licking	11.000000
cross	mug	11.000000
concrete	pin	11.000000
cigarette	hotel	11.000000
airplane	market	11.000000
architecture	yellow	11.000000
handle	terrier	11.000000
patio	women	11.000000
green	gull	11.000000
dew	parrot	11.000000
country	hanging	11.000000
dude	hanging	11.000000
stripes	tank	11.000000
hanging	tears	11.000000
crochet	family	11.000000
cute	posted	11.000000
machine	sketch	11.000000
feel	haircut	11.000000
match	moss	11.000000
art	sailing	11.000000
foliage	restaurant	11.000000
tea	village	11.000000
branch	feline	11.000000
day	plane	11.000000
gold	idea	11.000000
moon	mushrooms	11.000000
interior	tall	11.000000
mallard	portrait	11.000000
living	stitches	11.000000
fun	morning	11.000000
dripping	rust	11.000000
fun	stop	11.000000
gull	mill	11.000000
dirty	friends	11.000000
blue	hand	11.000000
bucket	curve	11.000000
patio	swan	11.000000
body	miniature	11.000000
cafe	children	11.000000
belly	stripes	11.000000
mural	taxi	11.000000
furniture	man	11.000000
beads	library	11.000000
daffodils	wool	11.000000
eat	shade	11.000000
collection	jellyfish	11.000000
country	elephant	11.000000
line	temple	11.000000
beads	chess	11.000000
skirt	wig	11.000000
daisy	flood	11.000000
camera	rally	11.000000
happy	sitting	11.000000
bottle	construction	11.000000
auto	bright	11.000000
computer	railway	11.000000
night	sitting	11.000000
hair	lizard	11.000000
happy	licking	11.000000
jump	sunlight	11.000000
desert	smoke	11.000000
chopper	window	11.000000
left	rusty	11.000000
hanging	stop	11.000000
animals	sandwich	11.000000
cute	dirty	11.000000
cafe	drawn	11.000000
boxer	pyramid	11.000000
arms	television	10.000000
feel	hanging	10.000000
asphalt	moon	10.000000
dusk	skirt	10.000000
car	skull	10.000000
left	sitting	10.000000
outfit	rock	10.000000
mom	stop	10.000000
dripping	round	10.000000
friends	stop	10.000000
asphalt	water	10.000000
sitting	tears	10.000000
cafe	spiral	10.000000
ad	bacon	10.000000
green	phone	10.000000
duck	outfit	10.000000
coast	zebra	10.000000
breakfast	makeup	10.000000
purple	stripes	10.000000
clothes	skyline	10.000000
step	wind	10.000000
portrait	rocket	10.000000
break	glittering	10.000000
construction	sailing	10.000000
boys	gate	10.000000
lens	storm	10.000000
orange	school	10.000000
shirt	show	10.000000
gasoline	pepper	10.000000
drug	sing	10.000000
stickers	track	10.000000
furniture	nature	10.000000
played	rail	10.000000
rusty	stand	10.000000
military	wasp	10.000000
port	squirrel	10.000000
grapes	rainbow	10.000000
flood	neon	10.000000
morning	tears	10.000000
memorial	rope	10.000000
bright	rusty	10.000000
home	wet	10.000000
feathers	sunflower	10.000000
house	stop	10.000000
plant	skate	10.000000
cocktail	dandelion	10.000000
airport	feet	10.000000
display	pond	10.000000
alley	bloom	10.000000
escalator	redhead	10.000000
caterpillars	painted	10.000000
bacon	wild	10.000000
stand	tears	10.000000
collar	tiger	10.000000
car	hawk	10.000000
burn	reading	10.000000
cigarette	living	10.000000
footprint	scooter	10.000000
barn	mug	10.000000
bacon	guy	10.000000
keyboard	soldiers	10.000000
cute	sitting	10.000000
track	yellow	10.000000
bag	dude	10.000000
lady	stop	10.000000
arrow	mural	10.000000
jacket	stream	10.000000
lab	rusty	10.000000
jaguar	storm	10.000000
dirty	smile	10.000000
friends	rusty	10.000000
morning	stop	10.000000
cemetery	males	10.000000
jump	stitches	10.000000
friends	left	10.000000
family	hawk	10.000000
monster	rock	10.000000
feel	time	10.000000
face	hanging	10.000000
pizza	railway	10.000000
cross	shopping	10.000000
guy	hanging	10.000000
craft	van	10.000000
art	beer	9.000000
beard	flamingo	9.000000
monster	shell	9.000000
bench	mask	9.000000
club	river	9.000000
boxer	children	9.000000
fungi	leather	9.000000
licking	stop	9.000000
creatures	reading	9.000000
ivy	urban	9.000000
bed	candy	9.000000
feel	spiral	9.000000
hockey	signed	9.000000
daughter	pub	9.000000
idea	rusty	9.000000
lighting	man	9.000000
dude	posted	9.000000
mill	puddle	9.000000
santa	table	9.000000
action	whiskers	9.000000
eat	web	9.000000
hot	winter	9.000000
dog	silver	9.000000
lips	run	9.000000
porch	pug	9.000000
birds	pregnancy	9.000000
camera	crow	9.000000
eat	truck	9.000000
licking	marble	9.000000
rabbit	stop	9.000000
paper	railway	9.000000
poster	tank	9.000000
clothes	transformers	9.000000
smoking	sunny	9.000000
cactus	leg	9.000000
held	theatre	9.000000
arms	outdoor	9.000000
lighting	panda	9.000000
punk	toes	9.000000
branch	protest	9.000000
daughter	graphic	9.000000
air	fruit	9.000000
book	copper	9.000000
night	stickers	9.000000
explosion	table	9.000000
snake	strawberry	9.000000
dragon	dropped	9.000000
dog	sailing	9.000000
burn	ripples	9.000000
clock	pink	9.000000
kittens	lingerie	9.000000
abandoned	frost	9.000000
chicken	star	9.000000
seed	stairs	9.000000
left	night	9.000000
small	valley	9.000000
green	number	9.000000
left	morning	9.000000
locked	mannequin	9.000000
shade	whiskers	9.000000
collar	garbage	9.000000
ink	organ	9.000000
poppy	store	9.000000
smoking	vine	9.000000
flame	words	9.000000
daffodils	frost	9.000000
dancers	rusty	9.000000
canal	coffee	9.000000
camera	mallard	9.000000
noodles	pigeon	9.000000
couple	square	9.000000
rainbow	whale	9.000000
flying	keyboard	9.000000
soup	view	9.000000
goats	pebbles	9.000000
abandoned	button	9.000000
belly	dark	9.000000
diamond	parade	9.000000
horse	sweet	9.000000
ancient	pod	9.000000
banana	feet	9.000000
shed	traffic	9.000000
bucket	morning	9.000000
bucket	duck	8.000000
dessert	eyes	8.000000
cold	flag	8.000000
skin	television	8.000000
bedroom	feline	8.000000
palm	traffic	8.000000
necklace	snow	8.000000
licking	origami	8.000000
protest	tiles	8.000000
beetles	chocolate	8.000000
monkeys	pumpkin	8.000000
cop	music	8.000000
beard	sports	8.000000
gasoline	summer	8.000000
footprint	holiday	8.000000
abandoned	crane	8.000000
car	pigs	8.000000
grave	santa	8.000000
iron	splash	8.000000
dirt	gymnastics	8.000000
orange	wet	8.000000
ceramic	ocean	8.000000
vintage	zebra	8.000000
hair	shore	8.000000
lingerie	underground	8.000000
marble	postcards	8.000000
fish	leg	8.000000
book	smoking	8.000000
kiss	rusty	8.000000
canal	number	8.000000
kitchen	sleep	8.000000
cherry	lamb	8.000000
bag	cop	8.000000
leaf	moon	8.000000
dude	time	8.000000
kitchen	outfit	8.000000
garbage	jean	8.000000
bedroom	downtown	8.000000
grass	ski	8.000000
day	held	8.000000
mug	vehicle	8.000000
lighting	small	8.000000
sea	sing	8.000000
computer	farm	8.000000
feline	pumpkin	8.000000
jean	map	8.000000
dirty	eagle	8.000000
book	ceramic	8.000000
van	vine	8.000000
desert	roof	8.000000
seagull	tag	8.000000
jewelry	muscle	8.000000
milk	outdoor	8.000000
guy	rusty	8.000000
chocolate	jellyfish	8.000000
boxer	stairs	8.000000
jaguar	pier	7.000000
nuts	waterfall	7.000000
bread	chair	7.000000
goats	vinyl	7.000000
kittens	rain	7.000000
hanging	smile	7.000000
bikini	sculpture	7.000000
bible	dirt	7.000000
portrait	underground	7.000000
clock	stripes	7.000000
buds	floor	7.000000
air	knitting	7.000000
idea	stop	7.000000
haircut	stop	7.000000
storm	sweet	7.000000
auto	santa	7.000000
marble	sing	7.000000
drive	ear	7.000000
born	subway	7.000000
pumpkin	road	7.000000
makeup	race	7.000000
washing	web	7.000000
haircut	pyramid	7.000000
blonde	rock	7.000000
belly	field	7.000000
mammals	yellow	7.000000
painted	sing	7.000000
cat	locomotives	7.000000
dead	sidewalk	7.000000
angel	pod	7.000000
eat	underwater	7.000000
makeup	square	7.000000
cigarette	tiles	7.000000
museum	scratch	7.000000
butterfly	stadium	7.000000
graveyard	porch	7.000000
flame	peacock	7.000000
chopper	poppy	7.000000
rusty	tears	7.000000
bloom	friends	7.000000
gun	jaguar	7.000000
guy	stop	7.000000
cloud	kittens	7.000000
pillow	stone	7.000000
stockings	tomato	7.000000
frost	protest	7.000000
signed	stockings	7.000000
angel	asphalt	7.000000
ski	skirt	7.000000
cat	purple	7.000000
diner	muscle	7.000000
marble	sunglasses	7.000000
berry	flying	7.000000
chocolate	rock	7.000000
airplane	guitar	7.000000
bread	ocean	7.000000
bay	chipmunk	7.000000
tall	wool	7.000000
restaurant	violet	7.000000
dropped	fun	7.000000
purple	twigs	7.000000
cemetery	cone	7.000000
face	stop	7.000000
dude	stop	7.000000
bicycle	handwriting	7.000000
chapel	dusk	7.000000
cute	twigs	7.000000
dragon	oak	7.000000
drug	reflection	7.000000
apple	relaxed	7.000000
bakery	panorama	7.000000
mallard	poster	7.000000
snake	taxi	7.000000
dessert	head	7.000000
born	hockey	7.000000
puddle	red	7.000000
brick	dress	7.000000
building	zombie	7.000000
neon	tank	7.000000
bible	cottage	7.000000
bath	panorama	7.000000
automobile	fabric	7.000000
gun	picture	7.000000
cow	table	6.000000
born	construction	6.000000
dye	kiss	6.000000
baseball	born	6.000000
crab	grave	6.000000
craft	soup	6.000000
locked	misty	6.000000
horse	interior	6.000000
grass	stop	6.000000
jellyfish	punk	6.000000
parade	salad	6.000000
reptiles	vacation	6.000000
clown	flood	6.000000
aerial	violet	6.000000
crab	ink	6.000000
canyon	pizza	6.000000
butterfly	left	6.000000
hamster	party	6.000000
museum	swim	6.000000
lego	rodents	6.000000
branch	lego	6.000000
game	husky	6.000000
camel	highway	6.000000
baseball	cheetah	6.000000
stripes	weather	6.000000
journal	squirrel	6.000000
cake	rusty	6.000000
bacon	view	6.000000
dandelion	stand	6.000000
cheetah	flame	6.000000
abstract	vehicle	6.000000
party	sunk	6.000000
floor	transformers	6.000000
amphibians	berry	6.000000
marble	monkeys	6.000000
jump	salad	6.000000
subway	valentine	6.000000
baseball	cactus	6.000000
ancient	poster	6.000000
grass	skull	6.000000
cattle	web	6.000000
drive	lego	6.000000
flying	sexy	6.000000
ink	tropical	6.000000
pyramid	swimsuit	6.000000
chess	sleep	6.000000
bag	wild	6.000000
chapel	whiskers	6.000000
chair	words	6.000000
angel	construction	6.000000
exhibition	soup	6.000000
kittens	travel	6.000000
swim	vehicle	6.000000
costumes	ocean	6.000000
pigeon	reading	6.000000
origami	stadium	6.000000
animals	candy	6.000000
happy	stop	5.000000
insects	mom	5.000000
canyon	piano	5.000000
leather	swan	5.000000
goose	outfit	5.000000
sunglasses	weed	5.000000
played	wine	5.000000
monkeys	restaurant	5.000000
goose	locomotives	5.000000
garage	mammals	5.000000
drug	wolf	5.000000
graveyard	pug	5.000000
chair	ipod	5.000000
rice	tickets	5.000000
mammals	rope	5.000000
hill	rust	5.000000
paws	protest	5.000000
petals	pug	5.000000
interior	mushrooms	5.000000
chocolate	squirrel	5.000000
mammals	written	5.000000
reading	seagull	5.000000
parking	photographer	5.000000
tea	whiskers	5.000000
cactus	gasoline	5.000000
kitchen	wedding	5.000000
chocolate	wig	5.000000
hanging	mom	5.000000
dragonfly	piano	5.000000
leather	sunshine	5.000000
handwriting	pigs	5.000000
brick	rabbit	5.000000
burger	mountain	5.000000
girls	morning	5.000000
canal	silhouette	5.000000
advertisement	pond	5.000000
paws	theatre	5.000000
raspberry	written	5.000000
family	red	5.000000
concrete	swan	5.000000
bedroom	canyon	5.000000
breakfast	staircase	5.000000
flame	sidewalk	5.000000
carrots	city	5.000000
ipod	rope	5.000000
licking	rusty	5.000000
meat	pond	5.000000
female	machine	5.000000
living	makeup	5.000000
piano	wolf	5.000000
girls	wind	5.000000
frog	subway	5.000000
map	weed	5.000000
bike	flame	5.000000
dew	engine	5.000000
cake	library	5.000000
carnival	wool	5.000000
bottle	library	5.000000
eat	hair	5.000000
dragon	furniture	5.000000
skull	storm	5.000000
rodents	smile	5.000000
punk	skyscraper	5.000000
gun	pizza	4.000000
female	square	4.000000
pub	snowman	4.000000
meat	moon	4.000000
potatoes	skating	4.000000
dragonfly	wine	4.000000
flight	whiskers	4.000000
boxer	lighthouse	4.000000
fungi	wedding	4.000000
licking	pier	4.000000
mirror	raspberry	4.000000
bike	hummingbird	4.000000
key	misty	4.000000
cafe	frog	4.000000
soup	wool	4.000000
carrots	memorial	4.000000
lion	square	4.000000
bucket	girls	4.000000
feline	nuts	4.000000
gun	quote	4.000000
furniture	pizza	4.000000
goose	stencil	4.000000
chicken	knitting	4.000000
abstract	frog	4.000000
ceiling	mug	4.000000
fish	rocket	4.000000
flamingo	office	4.000000
rabbit	sphere	4.000000
ice	sheep	4.000000
car	tongue	4.000000
bracelet	mountain	4.000000
cocktail	written	4.000000
lego	weather	4.000000
cigarette	skating	3.000000
happy	rusty	3.000000
tomato	whale	3.000000
chess	cigarette	3.000000
fish	theatre	3.000000
donut	panda	3.000000
hot	zombie	3.000000
machine	pond	3.000000
guitar	nude	3.000000
giraffe	mist	3.000000
bread	cliff	3.000000
bible	misty	3.000000
construction	violet	3.000000
cheetah	soup	3.000000
puppy	skyline	3.000000
children	ford	3.000000
cheetah	phone	3.000000
explosion	stencil	3.000000
carrots	design	2.000000
jellyfish	rally	2.000000
military	tomato	2.000000
gun	stairs	2.000000
cafe	lizard	2.000000
posted	tulip	2.000000
grave	hat	2.000000
apple	cute	2.000000
angel	gasoline	1.000000
giraffe	harbor	1.000000
feathers	truck	1.000000
festival	whiskers	1.000000
muscle	tulip	1.000000
bikini	pizza	1.000000
bakery	zebra	0.000000
